,sr,miu,irstp_consumption,irstp_damage,Utility 2105,Intratemporal consumption Gini 2105,Temperature overshoot 2105
0,0.2080512934494146,2167.3994549135023,0.004735587205463546,0.005976136839215615,11049.326069099525,0.28559964540952887,7.0
1,0.13463087220802566,2170.2160777164218,0.005334467554234392,0.006449031080193274,10961.549190373065,0.283199953760916,7.0
2,0.12082574147018652,2170.024201356409,0.01180311469929295,0.014575530322418215,10931.96027050736,0.2825998734483996,7.0
3,0.15838163683802464,2165.023913284151,0.004353337226261013,0.005429519859318549,11001.66983076663,0.2840996519004403,7.0
4,0.11238612328350855,2171.026425235861,0.012381468024372047,0.004318412892392768,10911.38036559003,0.2821998248510594,7.0
5,0.10449344777067747,2173.6606428972627,0.003068903377790399,0.011526673553692534,10890.293386539513,0.2817998416674285,7.0
6,0.12522886731554034,2170.7340800582538,0.0025661779874586025,0.003137686200840315,10941.944984965083,0.28279841530757255,7.0
7,0.12753883844247377,2168.9215324637753,0.004359491293832807,0.0011444506166181784,10946.93861975204,0.2828992943102906,7.0
8,0.10260024359482832,2174.8847684293637,0.014524211067271033,0.01113006564770726,10884.956805421221,0.28169998000746077,7.0
9,0.11443037619441317,2173.1424316245293,0.011123868337631935,0.001490149444728959,10916.584061663252,0.2822999594528785,7.0
10,0.13957027180109396,2167.615188066384,0.005857040618225862,0.0029282558656155526,10970.93021982044,0.2833992507254492,7.0
11,0.15000608903700235,2167.498274459433,0.003415375373445241,0.003157093510844719,10988.981537983109,0.28379927382335457,7.0
12,0.11864578368026071,2171.6079958487726,0.014759843187162352,0.0027103453383842836,10926.857205759197,0.2824995164894672,7.0
13,0.24091433100706763,2163.387748745786,0.007203492414531612,0.0013838102888381503,11058.174610840073,0.2863931916974632,7.0
14,0.1322167290705397,2170.8939801157394,0.005519130560892628,0.002607091775740357,10956.73494468314,0.2830997222246121,7.0
15,0.1063989426078506,2175.8403266098794,0.014523582832185782,0.010185020485015019,10895.581290242433,0.28189981954603216,7.0
16,0.1765290699063753,2168.510787917781,0.008821893863503015,0.0011444506166181784,11024.405487971948,0.28469973051791303,7.0
17,0.18308229467658957,2166.3846023081496,0.0045106677650555566,0.0031250282355592867,11031.012556454905,0.2848995170864113,7.0
18,0.17335351927282128,2167.6234826211285,0.011411272537319028,0.006879517539618789,11020.897237594982,0.2845993772638758,7.0
19,0.2281333201383637,2166.3147974612916,0.0046683125762315815,0.0061071394872064715,11056.668227610488,0.28609977218220595,7.0
20,0.15551417170280632,2169.5457244347963,0.007511104027810187,0.006308519465579757,10997.559652310454,0.28399976690242706,7.0
21,0.16716924788760587,2170.0083317407443,0.0025661779874586025,0.003137686200840315,11013.541649451257,0.28439977612754136,7.0
22,0.15274558161653545,2168.543414304654,0.010373798585192844,0.0031878118109468197,10993.333665613512,0.2838999014277697,7.0
23,0.14208564904705404,2170.383132179185,0.0027662731434026215,0.005036782029939244,10975.556176283468,0.28349918691874776,7.0
24,0.21978567887960765,2167.9414500837797,0.006809017778408004,0.008693261828503112,11054.369790061839,0.2858983820979926,7.0
25,0.17978458651094195,2166.6526795577465,0.002164913995898981,0.00757296439666425,11027.779132898873,0.28479966437274107,7.0
26,0.11035741669193713,2172.825728387738,0.0015606746826534465,0.010714680465957653,10906.155539105897,0.2820998780603443,7.0
27,0.17022691293210046,2166.99508540675,0.001967609341095066,0.005077640950295883,11017.252874741773,0.28449878270432977,7.0
28,0.2323329323542962,2166.464540838337,0.00540032437334981,0.0069326213610379946,11057.4270976582,0.28619858185456243,7.0
29,0.12300359373606864,2172.5104150496977,0.010711823107574072,0.00699632149544602,10936.992981151581,0.2826995732739884,7.0
30,0.16415472537804596,2170.4127855525944,0.009709744790912933,0.010629307689482238,11009.67674659316,0.28429936409701606,7.0
31,0.12984817885395553,2172.173554920852,0.0010245891623317238,0.00721881645321713,10951.875807023263,0.2829998130141916,7.0
32,0.18644999300141946,2166.916351053126,0.005444134717447098,0.01428790172309854,11034.11995002372,0.2849998153985239,7.0
33,0.20425259096382756,2166.6306298943327,0.0054502418698356685,0.008487276442853827,11047.218142718539,0.28549883424650785,7.0
34,0.11653163214720128,2170.110560874725,0.003411854423313447,0.001185013114562556,10921.729901468058,0.2823996591029499,7.0
35,0.10076471015155379,2170.1072862223737,0.0031872466982966335,0.00248432144034109,10879.578364979378,0.28159991759568104,7.0
36,0.14467939804330415,2170.9732934874846,0.0036606980690017284,0.012065459924752822,10980.127821992422,0.28359979432390287,7.0
37,0.1899012581398783,2165.0529421036163,0.012352351553088265,0.013769202330945451,11037.063783983263,0.2850998041872443,7.0
38,0.21196922658919531,2164.1526577267746,0.012352351553088265,0.014869199831321744,11051.232840874993,0.28569996431022177,7.0
39,0.10834620522918206,2176.78676764727,0.002005829941399308,0.0035361849163783286,10900.854080441866,0.2819999404737192,7.0
40,0.1612173548331637,2168.81622675996,0.0015316831764000435,0.009290849452245068,11005.721350371618,0.28419891340992814,7.0
41,0.22389966956924312,2169.0365645512034,0.013125200916441274,0.012725585551075716,11055.621140013583,0.2859995810844003,7.0
42,0.21579283536737773,2165.666033912813,0.008713354053570748,0.006505378951658708,11052.89537015009,0.28579776230028175,7.0
43,0.19688890966088962,2168.2151583744517,0.0011106458357301935,0.0034247948653130613,11042.462549358166,0.28529887651841473,7.0
44,0.19337856514055934,2165.9882146376845,0.004435322693920547,0.010916992114388718,11039.856703779373,0.28519953809309506,7.0
45,0.1473393985323411,2167.4242191252283,0.001217944773952807,0.014450036269759006,10984.60165328112,0.28369978270205404,7.0
46,0.13708509886207798,2169.1885223088225,0.00784090831795444,0.009291251886000535,10966.290816597055,0.28329993676548554,7.0
47,0.20057023394658643,2165.873822300834,0.006369235865587638,0.014930557761277906,11044.944030128285,0.28539921489614317,7.0
