,sr,miu,irstp,Total Aggregated Utility,Utility 2035,Utility 2055,Utility 2075
0,0.12261732142878656,2270.461567154392,0.001000000001940515,17707.85328639942,3460.4176230540966,6055.053075245516,7990.0641559150845
1,0.11526659197318359,2214.080150994933,0.001000000015433925,17693.736506126916,3465.0424455888774,6055.134395567939,7985.084514583223
2,0.1010038154527498,2222.578779910232,0.0010000000000000076,17631.51735039745,3475.010528127668,6056.531374704101,7975.030150840661
3,0.18000000493138762,2246.0660216026495,0.0010000000000001904,17845.939192552763,3418.3456684521366,6040.88393835524,8010.025552840929
4,0.1685586836891317,2149.7615022757827,0.0010000000000000176,17857.228212759186,3425.188731341341,6041.237278890218,8005.080318193648
5,0.18394841365392275,2214.795540283719,0.0010000000000000028,17860.086367065775,3415.0227402684336,6038.964693082945,8010.176140575655
6,0.15724629483827596,2246.0660216026495,0.0010000000000001904,17805.849896366144,3435.3037390091677,6047.77997551704,8005.173221604561
7,0.14324732626564654,2229.444333240857,0.0010000000000003361,17778.008935931535,3445.347001648426,6050.866940860605,8000.067943308505
8,0.12754173091600196,2154.242941826817,0.001000000000000033,17756.29165032538,3455.1679184463,6051.03061218023,7990.0336931519005
9,0.13524313581972403,2170.3849075717326,0.0010000000000000655,17773.037203642223,3450.1422601504983,6050.682475310961,7995.011291447048
10,0.14871820444570324,2158.8311297464616,0.0010000000000276582,17812.71588852751,3440.1016896631954,6047.20581370549,8000.022293815905
11,0.11356869537036463,2155.9811708785624,0.001000000000000001,17706.5011333871,3465.0433840883,6052.989278683885,7981.72711471239
12,0.10789853486510083,2220.3698202192,0.0010000000000000093,17662.73402378098,3470.2386024059338,6055.993246387316,7980.152123769743
13,0.1937288552699428,2128.728118501516,0.0010000000000002435,17900.806820571946,3405.1880152515337,6030.326196220924,8005.49787608891
