,sr,miu,irstp,Total Aggregated Utility,Utility 2035,Utility 2055,Utility 2075
0,0.13490056181990387,2174.7866945238584,0.0010000000396834467,17770.70009653827,3450.4919164147004,6050.9567298620705,7995.058130200497
1,0.10108302736127762,2226.507155698959,0.0010000000000000616,17631.061635109345,3475.000504084366,6056.601041283404,7975.1404310225
2,0.10836590163297094,2232.124247189423,0.001000000000002011,17662.197307050763,3470.0452976757415,6056.169932187154,7980.6233562577145
3,0.11356869537036463,2156.031746295997,0.001000000000000009,17706.491961717686,3465.044992966658,6052.992758192853,7981.731024477369
4,0.18084081448284156,2257.8626897616214,0.0010000039242154478,17844.514658365624,3417.8075883849256,6040.740695504895,8010.1836902792675
5,0.14331499893984606,2238.4317638331486,0.001000000000000217,17776.172138131366,3445.388950041854,6050.998835710423,8000.17614569618
6,0.15689009941255394,2252.21017741856,0.0010000000105386305,17803.773385585995,3435.6179167548466,6047.953453707939,8005.099246967076
7,0.12261732142878656,2270.461567154392,0.001000000001940515,17707.85328639942,3460.4176230540966,6055.053075245516,7990.0641559150845
8,0.16873009261860655,2153.3221032158644,0.0010000000007920455,17856.31423280367,3425.184989666196,6041.456519275292,8005.4231463378965
9,0.14871820444570324,2158.8311297464616,0.0010000000001366357,17812.715888199902,3440.101689651956,6047.205813672557,8000.022293754912
10,0.11526659197318359,2214.080150994933,0.001000000015433925,17693.736506126916,3465.0424455888774,6055.134395567939,7985.084514583223
11,0.18330246008278342,2220.2927376438265,0.001000000036851883,17856.95553839719,3415.5809215385693,6039.3090821426995,8010.184358490884
12,0.19402148869126595,2131.5402279036443,0.001000000000000218,17900.64605085455,3405.118352494782,6030.582637067797,8005.974842449017
13,0.12754173091600196,2154.242941826817,0.001000000000002727,17756.291650317402,3455.167918446025,6051.030612179426,7990.033693150411
